#{"t_start": 1744127852.3447914, "env_id": "None"}
r,l,t
52.500015,200,1263.979542
162.81006,69,1264.09928
27.999966,200,1264.464106
13.499956,200,1264.810419
31.999964,200,1265.172707
32.50003,200,1265.502409
163.14001,136,1265.739656
28.999975,200,1266.1738
46.500046,200,1266.666406
25.999956,200,1267.065803
162.43999,156,1267.420346
27.99996,200,1275.575338
44.500084,200,1275.98243
15.499954,200,1276.385413
13.999973,200,1276.732382
44.500153,200,1277.130037
46.500065,200,1277.460401
11.9999695,200,1277.934021
25.99996,200,1278.319231
28.99997,200,1278.712435
66.49988,200,1279.053777
43.000004,200,1279.439287
45.50018,200,1279.757498
161.62009,188,1280.134235
68.50003,200,1280.493605
28.99997,200,1280.827457
44.000214,200,1281.257498
44.00004,200,1281.683441
53.500298,200,1282.086356
51.500126,200,1282.534394
45.50006,200,1282.987803
42.99998,200,1283.502452
43.999958,200,1291.701243
163.25002,125,1291.983355
33.000057,200,1292.376312
47.500053,200,1292.775235
163.04001,96,1292.965233
183.13007,187,1293.29547
162.68005,132,1293.533689
162.49005,151,1293.877299
43.000107,200,1294.265322
45.500195,200,1294.640345
44.000114,200,1294.960341
46.500126,200,1295.267531
70.000046,200,1295.711555
162.14012,186,1296.133777
52.500267,200,1296.645965
47.00014,200,1297.119526
69.99982,200,1297.579316
45.00003,200,1298.023566
17.999973,200,1298.530326
11.499962,200,1299.011239
161.96005,154,1299.391072
45.0001,200,1299.765314
27.999968,200,1307.836441
45.00001,200,1308.233476
47.00016,200,1308.711515
68.4999,200,1309.14175
27.999954,200,1309.651271
48.500145,200,1310.155665
161.48001,152,1310.456281
26.499964,200,1310.88921
44.500084,200,1311.263539
28.499968,200,1311.641521
27.999956,200,1312.019481
14.999973,200,1312.347745
185.79004,171,1312.664993
46.0001,200,1313.012055
163.66006,134,1313.279379
49.000088,200,1313.635673
44.50012,200,1314.039495
31.499958,200,1314.471791
45.00016,200,1314.869363
67.99991,200,1315.346357
27.499956,200,1315.759667
45.500103,200,1324.11965
44.000015,200,1324.595302
35.500183,200,1324.967483
28.499975,200,1325.323311
162.20998,179,1325.737413
28.99997,200,1326.237383
51.000175,200,1326.640039
11.499991,200,1327.157417
27.999956,200,1327.491693
45.500072,200,1327.815413
31.499983,200,1328.059624
28.499968,200,1328.295623
11.999961,200,1328.540548
16.5,200,1328.780478
27.499958,200,1329.017637
46.000145,200,1329.255718
46.500072,200,1329.541178
42.5,200,1329.781278
-1.4999983,200,1330.017331
45.500164,200,1330.252292
53.000256,200,1330.533757
90.00002,200,1335.775785
13.99997,200,1336.01527
26.999973,200,1336.253349
163.33002,117,1336.41751
163.00009,150,1336.687328
164.48006,152,1336.867322
45.00014,200,1337.101976
35.50018,200,1337.370492
68.00007,200,1337.655553
44.500153,200,1337.89526
11.999965,200,1338.134404
25.999956,200,1338.367599
68.999855,200,1338.604495
26.99996,200,1338.839288
162.74002,126,1338.991659
10.999959,200,1339.227855
46.000153,200,1339.465299
27.999958,200,1339.701606
46.99999,200,1339.935214
162.1,140,1340.103505
162.23001,127,1340.255435
27.49996,200,1340.491806
68.000145,200,1345.804631
66.49984,200,1346.113765
48.500225,200,1346.377521
186.6001,140,1346.55446
50.00018,200,1346.824985
45.500015,200,1347.112498
66.99982,200,1347.388362
45.000015,200,1347.639523
27.999973,200,1347.90475
50.500214,200,1348.224634
45.50014,200,1348.514587
27.49996,200,1348.810374
66.99982,200,1349.089648
44.500164,200,1349.366479
28.99996,200,1349.634859
27.999971,200,1349.869617
161.95012,155,1350.050165
51.500263,200,1350.287304
162.55013,145,1350.457437
162.73015,177,1350.662014
163.1501,135,1350.819366
45.50006,200,1351.052274
45.999985,200,1357.309297
185.19989,180,1357.691494
42.99997,200,1358.323301
70.00014,200,1358.659662
44.000065,200,1359.148042
163.45004,105,1359.389434
27.999975,200,1359.724727
29.499966,200,1360.00231
185.51013,149,1360.214562
164.15009,185,1360.545883
65.500046,200,1360.851557
11.499967,200,1361.151551
35.00014,200,1361.450599
68.00011,200,1361.807782
29.999973,200,1362.197527
29.999989,200,1362.659711
45.500156,200,1363.143436
162.85999,164,1363.515634
45.000202,200,1363.95789
28.499983,200,1364.397665
47.00004,200,1364.855494
44.000015,200,1374.106562
160.5,200,1374.549543
71.50014,200,1374.962196
183.4199,158,1375.287614
11.999968,200,1375.732197
163.68004,132,1376.002245
44.50018,200,1376.420711
47.000034,200,1376.887591
162.14012,186,1377.267758
15.4999695,200,1377.651309
45.499973,200,1377.88542
161.80002,120,1378.027539
27.499971,200,1378.299402
165.89014,161,1378.537299
28.499964,200,1378.832476
28.499954,200,1379.067431
45.500233,200,1379.303695
183.22993,77,1379.395809
185.98993,151,1379.579421
161.65001,135,1379.770271
44.00001,200,1380.004449
67.49987,200,1380.329777
46.50003,200,1380.730559
161.51001,199,1387.992963
27.999958,200,1388.439362
162.76007,124,1388.715405
47.000027,200,1389.13938
162.99002,101,1389.357726
162.5501,145,1389.672477
162.47008,103,1389.893177
43.49998,200,1390.309503
161.75017,175,1390.679617
31.499968,200,1391.074775
27.999956,200,1391.47604
11.999976,200,1391.931756
28.499958,200,1392.515028
55.000168,200,1393.080604
29.499958,200,1393.56758
45.500175,200,1393.995129
45.500008,200,1394.603243
162.59009,191,1395.507375
51.500202,200,1395.949452
45.00025,200,1396.571723
91.49973,200,1397.547326
163.17007,133,1398.144514
42.500042,200,1399.299767
44.50003,200,1410.174773
31.99997,200,1410.904227
27.49996,200,1411.97103
43.50018,200,1412.713381
188.97993,152,1413.362257
26.999956,200,1414.467468
32.000168,200,1414.888019
27.499956,200,1415.445385
43.500034,200,1416.147845
43.999977,200,1416.633831
161.54,146,1417.018397
163.81006,119,1417.430618
12.499959,200,1418.100239
45.500095,200,1418.45412
16.499966,200,1418.932551
162.0401,196,1419.337164
45.500034,200,1419.713518
44.49996,200,1420.073668
27.999964,200,1420.835479
44.500004,200,1421.587977
49.000088,200,1422.02635
41.999977,200,1432.221355
26.499956,200,1433.02552
162.50009,150,1433.525203
68.49988,200,1434.226042
70.00021,200,1435.143727
66.499916,200,1436.111439
162.18015,182,1437.480995
162.30005,120,1438.347528
45.000126,200,1439.659972
26.49996,200,1440.787549
52.500134,200,1442.11195
45.500134,200,1442.988221
162.2701,123,1443.372707
28.99996,200,1444.590242
11.49999,200,1445.913707
27.999958,200,1446.924202
10.499959,200,1448.206681
16.499979,200,1449.625392
162.32008,118,1450.470653
29.999962,200,1451.378278
45.00016,200,1451.896441
163.56,94,1452.123646
28.499977,200,1452.62827
72.00005,200,1463.572487
161.91003,159,1464.357967
91.50006,200,1465.015486
65.500084,200,1465.687458
162.45003,105,1465.97578
44.000015,200,1466.555362
42.999973,200,1467.061823
43.000088,200,1467.597456
43.500027,200,1468.119787
162.5701,143,1468.477432
52.000015,200,1468.995375
164.2002,180,1469.443931
44.00002,200,1470.236671
26.499956,200,1471.600277
45.000126,200,1472.575544
160.83005,167,1473.595273
45.000153,200,1474.767336
45.00011,200,1475.738325
11.49998,200,1476.925728
46.000076,200,1478.170757
164.27005,123,1478.925511
42.99996,200,1480.22403
28.499985,200,1492.245471
71.49992,200,1493.378484
26.499956,200,1494.566905
28.999962,200,1495.795675
163.37004,113,1496.439381
162.78001,72,1496.999619
69.00007,200,1498.134069
45.000076,200,1499.290932
45.50009,200,1500.455568
161.71002,179,1501.621185
163.60999,89,1502.173383
45.000084,200,1503.840017
164.87007,113,1504.275361
44.500076,200,1505.421629
27.999964,200,1506.815245
68.99994,200,1508.04476
10.999983,200,1508.84361
166.58026,192,1509.342438
165.47005,103,1509.607778
162.0101,149,1509.992251
160.53024,197,1510.505459
162.34009,166,1510.915589
12.999959,200,1511.421078
163.58011,142,1511.785586
27.99996,200,1522.495605
44.999977,200,1522.994009
44.500095,200,1523.481492
163.18002,132,1523.79553
42.50014,200,1524.289749
67.49994,200,1524.785381
46.500126,200,1525.261514
31.499971,200,1525.755361
27.499956,200,1526.26772
45.000164,200,1526.803686
45.000248,200,1527.293443
68.50024,200,1527.836763
46.50003,200,1528.337366
51.000214,200,1528.856711
49.500076,200,1529.407156
26.999971,200,1529.940575
45.00015,200,1530.760327
49.500145,200,1531.475507
45.000214,200,1532.485522
48.000122,200,1533.458659
42.99997,200,1534.736996
162.32,118,1545.805466
30.499958,200,1546.273017
46.000103,200,1546.685378
163.62009,188,1547.053329
163.59003,91,1547.237484
49.500145,200,1547.64348
45.50017,200,1548.113857
161.17004,133,1548.377344
35.000294,200,1548.768017
44.50005,200,1549.24085
162.80006,120,1549.50963
49.50022,200,1549.943265
162.7601,124,1550.236437
187.1799,182,1550.696355
44.499985,200,1551.146179
162.21011,129,1551.468262
11.999967,200,1551.862111
161.22003,178,1552.271332
46.500084,200,1552.730423
160.64003,186,1553.165473
36.00014,200,1553.73544
44.50015,200,1554.505539
10.999954,200,1554.92404
44.99999,200,1561.237234
27.499958,200,1561.511949
44.500053,200,1561.753674
28.499983,200,1561.97519
45.50014,200,1562.268407
51.50026,200,1562.556404
165.17018,183,1562.747494
69.50001,200,1563.031203
165.00017,200,1563.256461
45.500195,200,1563.606403
162.56999,93,1563.782256
48.000034,200,1564.005018
162.23001,77,1564.097191
27.499958,200,1564.384937
27.499971,200,1564.653389
45.000103,200,1564.877126
45.000103,200,1565.179864
72.000145,200,1565.434796
45.50007,200,1565.67391
46.50007,200,1565.912863
45.00022,200,1566.135116
44.499973,200,1566.358102
44.00013,200,1571.74275
44.00006,200,1571.996535
46.000057,200,1572.220171
44.00007,200,1572.565809
12.499976,200,1572.908525
162.06001,144,1573.140658
45.500015,200,1573.371319
44.500076,200,1573.641155
27.499954,200,1573.913767
162.39014,111,1574.077649
162.41016,159,1574.30176
162.79008,121,1574.461364
35.000153,200,1574.683436
49.50015,200,1574.97914
46.00007,200,1575.262513
72.500015,200,1575.531626
161.50024,200,1575.802637
162.30002,70,1575.900306
29.499968,200,1576.240119
10.999962,200,1576.584134
27.499987,200,1576.89815
26.499954,200,1577.152526
46.500137,200,1582.403795
10.999999,200,1582.663016
44.00008,200,1582.955877
163.12,88,1583.073584
28.499958,200,1583.354496
12.49996,200,1583.647008
26.99997,200,1583.868308
28.499971,200,1584.106748
12.99996,200,1584.384344
27.999962,200,1584.672404
162.67012,183,1584.880785
11.99998,200,1585.146709
44.500145,200,1585.382339
45.00004,200,1585.60515
45.0001,200,1585.864637
70.0001,200,1586.087337
161.51025,199,1586.340053
162.01,99,1586.483007
28.999971,200,1586.727807
27.99996,200,1586.943475
161.35014,165,1587.135489
43.500034,200,1587.426337
43.50016,200,1593.519555
54.5,200,1593.802006
72.00017,200,1594.041625
46.00024,200,1594.270827
69.99994,200,1594.518647
46.000156,200,1594.788843
38.5001,200,1595.026148
54.5001,200,1595.258108
66.999916,200,1595.536636
48.5,200,1595.823762
185.50989,149,1595.998966
73.0001,200,1596.319696
27.499973,200,1596.587305
47.00015,200,1596.850424
43.00009,200,1597.120255
46.500084,200,1597.344142
66.49999,200,1597.611861
162.57,93,1597.723207
164.54007,196,1597.939947
45.000088,200,1598.17752
71.0,200,1598.417577
46.500072,200,1604.818294
162.40016,160,1605.012816
43.00003,200,1605.234964
161.81003,169,1605.551053
163.14001,186,1605.803152
27.999962,200,1606.183768
48.000187,200,1606.580348
44.500088,200,1606.947527
13.99996,200,1607.297736
161.47003,153,1607.505436
161.3001,120,1607.633127
163.12004,188,1607.855694
43.50005,200,1608.095
27.499958,200,1608.455248
28.999964,200,1608.718243
43.999985,200,1609.007844
45.000088,200,1609.280128
27.999987,200,1609.651447
11.999963,200,1609.993524
167.44008,106,1610.1664
29.999956,200,1610.484154
45.500072,200,1610.76381
166.22011,178,1616.996596
24.999954,200,1617.267572
29.49996,200,1617.668423
27.499964,200,1617.96127
44.000134,200,1618.285768
47.499985,200,1618.551436
162.23007,127,1618.71095
12.999956,200,1618.950831
28.999964,200,1619.240204
162.5,100,1619.386804
26.999971,200,1619.714874
66.99985,200,1620.025516
160.62001,188,1620.302161
27.999958,200,1620.592456
25.999954,200,1620.913782
14.9999695,200,1621.172685
45.000214,200,1621.438154
45.500134,200,1621.70967
44.000088,200,1621.973856
162.74,76,1622.059924
44.50012,200,1622.353454
161.68002,182,1622.606524
161.51999,198,1628.815858
46.500156,200,1629.17367
63.00005,200,1629.450675
35.50028,200,1629.840082
27.999968,200,1630.215212
184.92993,157,1630.861234
43.500122,200,1631.334551
45.000214,200,1631.926665
163.11009,189,1632.201595
162.75008,125,1632.366504
162.06012,194,1632.719916
165.51003,99,1632.852916
44.000072,200,1633.131107
161.94011,156,1633.312007
45.500122,200,1633.594708
70.5,200,1633.844398
69.49983,200,1634.080551
11.499961,200,1634.386886
182.85977,164,1634.603836
33.000008,200,1634.835348
69.00012,200,1635.068951
43.500214,200,1635.355387
185.73985,176,1635.560706
162.71014,179,1642.525442
36.000206,200,1642.920524
162.6901,131,1643.20571
42.000015,200,1643.534636
45.000122,200,1643.95541
44.499985,200,1644.304856
29.49996,200,1644.717501
162.28001,72,1644.846103
45.000004,200,1645.17222
70.500145,200,1645.619498
184.57985,142,1645.815593
67.99997,200,1646.22137
68.49974,200,1646.563401
51.500248,200,1646.974761
49.00015,200,1647.350952
52.50025,200,1647.798116
43.000065,200,1648.151339
164.01004,99,1648.295969
165.19002,81,1648.458601
50.500256,200,1648.881702
52.000313,200,1649.170501
161.91005,159,1649.497335
68.00001,200,1649.834116
68.99992,200,1657.486048
43.000107,200,1657.955334
163.11002,89,1658.111437
35.500282,200,1658.504539
161.56001,144,1658.774
163.58005,192,1659.110989
164.29008,171,1659.461796
53.50016,200,1659.752079
67.999954,200,1660.132007
45.00018,200,1660.449537
45.499973,200,1660.828938
162.34001,166,1661.114428
74.000084,200,1661.430773
45.0002,200,1661.847516
43.49997,200,1662.141264
46.00007,200,1662.553138
184.09003,191,1662.863309
65.49986,200,1663.23947
164.53003,97,1663.42643
55.500282,200,1663.703696
183.6497,185,1664.054971
68.99989,200,1664.399384
50.500107,200,1671.733269
92.4998,200,1672.121447
66.99987,200,1672.444218
70.99992,200,1672.854162
43.50017,200,1673.153842
45.00025,200,1673.541842
162.85007,115,1673.768404
68.00016,200,1674.096363
26.999956,200,1674.507419
44.500034,200,1674.801408
50.000153,200,1675.195181
162.40004,110,1675.391818
48.50022,200,1675.738608
162.68004,182,1676.114806
46.000145,200,1676.417849
69.50007,200,1676.826785
42.00022,200,1677.183424
28.999958,200,1677.543255
163.04004,146,1677.851788
162.53,97,1677.986819
184.76009,174,1678.290248
163.02022,198,1678.678308
45.00014,200,1686.461693
50.00029,200,1686.833634
68.49978,200,1687.246003
45.50003,200,1687.604063
162.30003,120,1687.803909
70.50002,200,1688.201669
45.000183,200,1688.480337
25.499964,200,1688.869906
26.499956,200,1689.203238
45.500095,200,1689.556345
184.52988,197,1689.933399
69.500015,200,1690.246351
27.99996,200,1690.661096
162.93002,107,1690.80126
185.66998,83,1690.933001
65.99983,200,1691.319272
48.500156,200,1691.643845
12.499964,200,1692.022061
44.500126,200,1692.380467
165.01004,99,1692.54124
28.999958,200,1692.931557
190.74995,175,1693.235502
46.500088,200,1693.593822
45.5,200,1701.267322
164.23006,177,1701.6531
28.999966,200,1701.950129
25.999956,200,1702.344965
12.999975,200,1702.684499
44.50006,200,1703.065867
64.999855,200,1703.407446
45.500046,200,1703.756227
162.58011,142,1704.039722
44.000126,200,1704.310306
164.29013,121,1704.552897
162.17004,83,1704.711032
31.499962,200,1705.039666
68.499916,200,1705.404488
189.35007,165,1705.731046
16.499968,200,1706.041929
65.99978,200,1706.435914
92.50016,200,1706.716007
68.4999,200,1707.155202
162.2002,180,1707.470768
42.000217,200,1707.859572
162.09013,191,1708.198876
162.24016,176,1715.938486
69.49998,200,1716.396864
50.500294,200,1716.87329
68.999695,200,1717.263148
161.63008,137,1717.545186
162.68005,82,1717.714999
43.00014,200,1718.069464
68.49983,200,1718.451681
15.999968,200,1718.80971
67.50003,200,1719.176216
49.000225,200,1719.544703
186.54991,95,1719.665682
46.500042,200,1720.041307
79.00011,200,1720.389735
44.000034,200,1720.75164
165.61006,139,1721.050339
163.60004,90,1721.182913
185.53001,147,1721.426586
162.70007,130,1721.683454
165.32004,118,1721.900105
183.03993,146,1722.090459
162.94003,106,1722.293121
183.84995,115,1722.534526
161.56017,194,1722.857224
69.499886,200,1723.22926
187.95007,105,1723.448472
162.1601,184,1731.049961
49.50013,200,1731.392876
162.68002,132,1731.60998
45.500046,200,1732.024819
162.75,75,1732.137282
163.04001,96,1732.261663
161.78012,172,1732.582821
162.64018,186,1732.941635
161.00008,200,1733.261658
67.999954,200,1733.688566
57.50016,200,1733.993026
32.000183,200,1734.399578
77.0001,200,1734.734582
162.45003,155,1735.036159
44.50003,200,1735.429317
164.17,83,1735.568171
184.46988,103,1735.776997
71.50018,200,1736.190694
93.49974,200,1736.495532
164.91005,159,1736.832912
187.19,131,1737.067666
38.00012,200,1737.381421
69.49983,200,1737.782775
166.76006,124,1737.959272
163.26001,124,1738.16693
162.13002,87,1745.635381
47.00024,200,1746.006716
44.50005,200,1746.366479
163.06,94,1746.551692
45.000202,200,1746.89701
187.48999,101,1747.0897
43.00016,200,1747.499471
162.14017,186,1747.763889
69.00003,200,1748.15134
51.000103,200,1748.472788
162.82005,68,1748.582822
162.1,140,1748.850135
162.16,84,1749.010361
45.500042,200,1749.316425
69.99995,200,1749.69899
27.499954,200,1750.048081
45.49999,200,1750.411217
162.96,54,1750.521163
44.500187,200,1750.904798
68.499794,200,1751.276374
69.50013,200,1751.620313
44.500217,200,1751.991723
52.000256,200,1752.403135
71.99999,200,1752.715039
71.000114,200,1760.452963
70.00002,200,1760.850401
45.50001,200,1761.173481
63.999996,200,1761.547401
162.36008,164,1761.850445
43.50016,200,1762.158626
69.99995,200,1762.560581
161.19012,181,1762.824906
26.99996,200,1763.210288
49.00017,200,1763.556818
28.499966,200,1763.909947
40.500313,200,1764.294319
27.99996,200,1764.620362
70.50014,200,1765.038598
27.499954,200,1765.327006
56.00022,200,1765.726192
185.98004,102,1765.922006
162.20006,130,1766.10695
31.500113,200,1766.491881
49.500076,200,1766.810554
68.999916,200,1767.180144
96.500145,200,1767.584341
45.000072,200,1775.035919
46.000027,200,1775.513394
162.84003,116,1775.815752
164.74013,126,1776.139236
49.00024,200,1776.679553
54.500168,200,1777.151457
45.50009,200,1777.669346
28.499966,200,1778.063823
45.00008,200,1778.367465
46.000015,200,1778.884236
69.99997,200,1779.281786
65.00017,200,1779.674126
69.49978,200,1779.993455
45.500122,200,1780.374861
53.5003,200,1780.738348
162.9001,160,1781.012971
45.000183,200,1781.420947
162.84001,66,1781.506342
45.50009,200,1781.835698
162.80002,120,1782.067637
161.06007,194,1782.413848
162.16013,184,1782.764649
27.999954,200,1790.14596
163.32,118,1790.40694
67.50008,200,1790.809382
164.3201,118,1790.960371
191.06009,194,1791.327597
52.00029,200,1791.677738
47.00008,200,1792.008905
161.59009,191,1792.417425
71.499916,200,1792.728442
72.99996,200,1793.132524
28.999956,200,1793.461314
163.00017,200,1793.855129
27.999958,200,1794.188769
162.21,129,1794.406486
54.00005,200,1794.809804
26.499956,200,1795.139425
26.99996,200,1795.535404
46.000023,200,1795.989983
68.000015,200,1796.390299
45.500187,200,1796.883878
11.99997,200,1797.293829
187.09001,191,1797.60773
49.000237,200,1804.636884
47.00011,200,1804.919312
67.49991,200,1805.178186
46.50009,200,1805.510606
50.00015,200,1805.91591
163.12006,88,1806.125357
186.98001,152,1806.387316
165.45006,105,1806.528955
45.000076,200,1806.857408
26.999966,200,1807.128568
47.500015,200,1807.393148
163.01999,148,1807.640662
27.999956,200,1807.897766
189.01013,199,1808.158357
12.999962,200,1808.418118
164.74,126,1808.574082
28.999956,200,1808.831344
52.000286,200,1809.082898
12.49996,200,1809.344233
163.02,98,1809.472589
164.41003,109,1809.614928
161.76004,174,1809.835867
44.000103,200,1810.091846
163.88004,112,1810.237357
46.50023,200,1817.850412
27.999958,200,1818.29515
65.50004,200,1818.895841
162.82,68,1819.027709
163.58,92,1819.225176
27.999962,200,1819.568682
49.999966,200,1819.889599
163.16,84,1819.985053
161.17004,133,1820.152257
26.999958,200,1820.382761
27.999958,200,1820.70153
162.80019,170,1820.890614
161.17004,183,1821.096618
28.499954,200,1821.334477
15.999964,200,1821.556284
66.49999,200,1821.826902
49.50012,200,1822.055628
92.4998,200,1822.271793
187.44,106,1822.398701
164.47002,103,1822.510259
27.999962,200,1822.748899
189.33003,167,1822.939906
188.57996,192,1823.15758
64.999916,200,1823.385571
186.01987,148,1829.394479
46.0001,200,1829.728463
185.70009,180,1829.943469
45.49998,200,1830.224409
68.49997,200,1830.505424
186.72992,177,1830.784983
162.28008,172,1831.088506
45.000233,200,1831.336128
88.99991,200,1831.623188
29.499958,200,1831.910742
12.499962,200,1832.167885
165.92003,108,1832.288276
50.00017,200,1832.619257
164.03006,97,1832.750619
49.000034,200,1833.000022
186.03004,97,1833.107561
49.000263,200,1833.390157
51.500225,200,1833.687233
162.35002,65,1833.780297
52.500233,200,1834.134174
67.99995,200,1834.482995
187.15005,135,1834.700373
162.08,92,1834.873312
166.00002,150,1835.104958
185.23004,177,1835.310403
45.999996,200,1842.62156
46.000103,200,1842.915132
67.499916,200,1843.212272
164.95003,55,1843.307448
50.00023,200,1843.562313
164.05005,95,1843.673504
44.000187,200,1843.949587
162.59001,91,1844.101816
162.16014,134,1844.332371
68.50014,200,1844.626431
15.999964,200,1844.915111
163.6801,132,1845.058208
165.49011,151,1845.225914
27.999979,200,1845.510986
46.000156,200,1845.741168
162.59,141,1845.950503
72.00011,200,1846.183813
92.50007,200,1846.433551
50.500233,200,1846.726672
67.00006,200,1847.01704
67.00023,200,1847.292697
67.99989,200,1847.52257
45.000114,200,1847.79236
45.50018,200,1853.596199
165.73012,127,1853.928478
44.50024,200,1854.354862
161.88007,162,1854.682448
162.00009,150,1854.917899
161.57005,193,1855.234858
66.49983,200,1855.579962
27.499964,200,1856.082845
184.93015,157,1856.33733
69.49989,200,1856.616288
167.28003,122,1856.835971
47.000145,200,1857.083755
164.61009,139,1857.342453
163.19,131,1857.50053
28.99996,200,1857.790694
28.499958,200,1858.225837
43.00006,200,1858.68643
42.999996,200,1859.074078
164.9201,158,1859.39327
163.30002,120,1859.630972
44.500084,200,1860.043455
13.999966,200,1860.440142
162.70006,130,1860.689692
45.500217,200,1861.077361
49.500145,200,1869.227548
44.50012,200,1869.647985
187.17003,183,1869.923697
162.93005,107,1870.143155
162.62006,138,1870.483355
28.49997,200,1870.965076
10.999957,200,1871.271711
162.34001,116,1871.491374
70.99981,200,1871.828857
51.50014,200,1872.221575
43.50018,200,1872.77351
12.499959,200,1873.242943
36.000103,200,1873.706568
162.73001,127,1873.982358
43.49997,200,1874.333707
165.21007,129,1874.565902
162.32005,118,1874.7466
164.20003,130,1874.935582
26.499958,200,1875.240408
27.499956,200,1875.646337
46.00015,200,1876.172494
45.000156,200,1876.811076
42.499977,200,1877.412466
162.12003,138,1885.742608
162.64001,136,1886.021081
161.5401,146,1886.308099
49.50023,200,1886.704261
161.37007,163,1887.018882
42.499996,200,1887.410285
92.99978,200,1887.805059
166.08002,142,1888.083879
48.50021,200,1888.469575
46.500103,200,1888.896191
163.00005,150,1889.192051
166.59001,141,1889.471785
45.000168,200,1889.873783
162.5701,143,1890.170117
45.00009,200,1890.621933
164.91003,109,1890.906355
49.000114,200,1891.285209
185.99005,101,1891.481922
67.500206,200,1891.88436
164.58005,92,1892.063352
69.00014,200,1892.448004
187.77002,123,1892.693813
164.37007,113,1892.919297
45.50005,200,1893.300484
161.81,169,1893.642556
44.5001,200,1901.741031
52.50017,200,1902.115348
165.27011,173,1902.467135
185.64989,185,1902.829414
163.1301,187,1903.181299
42.000042,200,1903.573428
43.00012,200,1903.974164
186.73007,177,1904.309169
163.29001,121,1904.538765
185.99997,100,1904.735291
29.499958,200,1905.121208
162.09006,191,1905.496914
51.500282,200,1905.893735
68.499825,200,1906.275448
162.43,107,1906.501813
163.70007,130,1906.747577
164.59003,91,1906.928666
44.500027,200,1907.32183
186.55994,144,1907.601507
52.00023,200,1907.978693
162.97006,103,1908.175093
43.50013,200,1908.551085
164.78008,122,1908.789212
65.499855,200,1909.173696
163.21004,79,1909.331496
69.00001,200,1917.684761
185.56998,193,1918.069734
43.500095,200,1918.450476
69.4999,200,1918.83592
44.500217,200,1919.220288
162.57002,93,1919.40091
46.00017,200,1919.785243
187.97,103,1919.973586
25.999956,200,1920.375566
66.500114,200,1920.773579
44.500187,200,1921.158901
67.5001,200,1921.544555
166.08008,142,1921.825804
29.499968,200,1922.206642
43.5,200,1922.623971
45.000095,200,1923.011981
26.999964,200,1923.413254
162.25,175,1923.750205
164.38005,112,1923.962984
185.59,91,1924.134188
164.64003,86,1924.2977
50.500195,200,1924.691824
164.54004,146,1924.979037
12.999958,200,1925.358435
162.77002,73,1933.192157
64.99988,200,1933.607383
54.000027,200,1934.001131
162.11006,139,1934.419009
162.6101,139,1934.920899
68.99989,200,1935.368417
44.00009,200,1935.929539
56.00029,200,1936.375387
71.499886,200,1936.895485
68.49992,200,1937.363496
66.99983,200,1937.876537
163.29001,121,1938.15681
161.44002,156,1938.607889
162.04,146,1938.979817
45.00006,200,1939.324138
28.499962,200,1940.017692
45.500175,200,1940.642493
71.499954,200,1941.343488
164.34006,116,1941.597073
52.000233,200,1941.949505
50.000153,200,1942.342527
162.97018,153,1942.626722
46.000126,200,1942.973596
162.67001,133,1949.757016
163.38002,62,1949.854432
161.84,116,1950.266881
187.69003,81,1950.409721
162.71,79,1950.577992
161.61,139,1950.849611
46.000076,200,1951.295021
67.50013,200,1951.849024
71.000175,200,1952.34474
161.73,127,1952.54879
162.71008,129,1952.813661
68.50021,200,1953.202617
187.66998,133,1953.53953
44.499985,200,1953.877149
162.90001,110,1954.090611
28.999958,200,1954.45308
41.500046,200,1954.952243
163.24004,76,1955.119541
48.000168,200,1955.681121
39.000225,200,1956.164079
187.2701,173,1956.535689
162.58,142,1956.867706
73.49984,200,1957.390492
189.22,128,1957.649289
27.999958,200,1958.040732
163.09003,141,1958.33475
161.5501,195,1958.801091
48.000137,200,1967.977003
186.71005,179,1968.492076
54.500275,200,1968.992315
11.499965,200,1969.639284
164.77005,123,1970.044435
162.2,130,1970.383992
93.00005,200,1970.926808
92.49987,200,1971.448455
165.88004,112,1971.74328
165.56001,194,1972.086717
161.97,103,1972.232195
188.30002,120,1972.402066
187.45999,104,1972.552417
162.81003,69,1972.663736
163.41,109,1972.842029
48.999992,200,1973.119661
184.99007,151,1973.330891
67.50008,200,1973.641752
187.32,118,1973.804612
67.00027,200,1974.088889
44.50023,200,1974.369435
163.05003,95,1974.539743
164.12003,88,1974.669365
162.44,106,1974.83506
161.68004,182,1975.131207
162.25003,75,1975.246816
11.499959,200,1975.614572
69.50012,200,1982.432148
164.0,100,1982.60224
186.59003,91,1982.766901
45.000004,200,1983.08668
67.999916,200,1983.411292
162.26022,174,1983.78973
162.90009,110,1983.987068
67.99992,200,1984.300604
163.13004,87,1984.422118
166.58003,92,1984.553292
44.0001,200,1984.824927
190.08008,142,1985.056692
162.37016,163,1985.284705
162.67,83,1985.401998
67.999825,200,1985.696714
163.65004,185,1986.006907
161.62007,138,1986.24216
163.20001,80,1986.354805
48.50013,200,1986.717452
163.38008,162,1986.962367
28.999968,200,1987.246879
164.96004,154,1987.516718
51.00009,200,1987.876952
162.58008,142,1988.114434
42.00006,200,1988.391902
74.9999,200,1988.72258
163.14001,136,1995.342729
69.499954,200,1995.66415
164.32,118,1995.863035
188.61992,138,1996.059738
165.78004,122,1996.236702
66.49993,200,1996.51868
162.1602,184,1996.771094
164.01007,149,1996.979768
186.04002,146,1997.181917
45.500088,200,1997.460884
